timestamp,uname,src_comp,dst_comp
755200,U737@DOM1,C17693,C19356
755904,U162@DOM1,C17693,C798
756149,U737@DOM1,C17693,C302
757235,U737@DOM1,C17693,C1125
757456,U737@DOM1,C17693,C3437
757625,U642@DOM1,C17693,C2648
757755,U642@DOM1,C17693,C2648
758430,U737@DOM1,C17693,C6513
758915,U737@DOM1,C17693,C15197
759396,U3635@DOM1,C17693,C17806
760075,U1653@DOM1,C17693,C395
760132,U1653@DOM1,C17693,C754
760148,U1653@DOM1,C17693,C706
760168,U1653@DOM1,C17693,C231
760175,U1653@DOM1,C17693,C2669
760196,U3635@DOM1,C17693,C16467
760388,U342@DOM1,C17693,C6487
760473,U342@DOM1,C17693,C6487
760694,U342@DOM1,C17693,C113
760807,U3635@DOM1,C17693,C2816
761028,U342@DOM1,C17693,C458
761039,U3635@DOM1,C17693,C21664
761134,U3635@DOM1,C17693,C2085
761173,U342@DOM1,C17693,C3586
761524,U3635@DOM1,C17693,C19444
762009,U3635@DOM1,C17693,C917
762157,U3635@DOM1,C17693,C917
762536,U3635@DOM1,C17693,C12682
762568,U3635@DOM1,C17693,C12682
762834,U3635@DOM1,C17693,C2091
762845,U3635@DOM1,C17693,C1506
763783,U3635@DOM1,C17693,C12512
764106,U293@DOM1,C17693,C231
764120,U293@DOM1,C17693,C706
764133,U293@DOM1,C17693,C882
764140,U1480@DOM1,C17693,C881
764180,U1480@DOM1,C17693,C2388
764249,U293@DOM1,C17693,C46
764281,U293@DOM1,C17693,C883
764284,U1480@DOM1,C17693,C1191
764310,U1480@DOM1,C17693,C5653
764405,U293@DOM1,C17693,C633
764522,U1480@DOM1,C17693,C1183
764561,U293@DOM1,C17693,C2844
764570,U1480@DOM1,C17693,C1776
764595,U1480@DOM1,C17693,C464
764673,U293@DOM1,C17693,C5453
764752,U293@DOM1,C17693,C4161
764900,U293@DOM1,C17693,C513
764929,U1480@DOM1,C17693,C1
764943,U1480@DOM1,C17693,C1776
765016,U293@DOM1,C17693,C1215
765175,U293@DOM1,C17693,C2849
765231,U1480@DOM1,C17693,C2012
765278,U293@DOM1,C17693,C3455
765488,U293@DOM1,C17693,C4159
765776,U162@DOM1,C17693,C1006
765788,U162@DOM1,C17693,C92
765805,U293@DOM1,C17693,C801
765817,U162@DOM1,C17693,C1022
765934,U314@DOM1,C17693,C2914
765960,U293@DOM1,C17693,C11039
766132,U293@DOM1,C17693,C1737
766150,U293@DOM1,C17693,C1710
766164,U293@DOM1,C17693,C231
766183,U293@DOM1,C17693,C395
766534,U162@DOM1,C17693,C3435
766588,U162@DOM1,C17693,C3435
766788,U66@DOM1,C17693,C3435
766846,U66@DOM1,C17693,C61
766879,U1164@DOM1,C17693,C2091
767001,U66@DOM1,C17693,C307
767180,U66@DOM1,C17693,C3699
767187,U2837@DOM1,C17693,C395
767195,U2837@DOM1,C17693,C2519
767205,U2837@DOM1,C17693,C1784
767225,U2837@DOM1,C17693,C1784
767233,U2837@DOM1,C17693,C8490
767238,U2837@DOM1,C17693,C1484
767246,U2837@DOM1,C17693,C89
767288,U66@DOM1,C17693,C3755
767289,U7394@DOM1,C17693,C492
767300,U7394@DOM1,C17693,C1797
767320,U7394@DOM1,C17693,C1797
767445,U4353@DOM1,C17693,C801
767813,U66@DOM1,C17693,C2944
767865,U4353@DOM1,C17693,C2519
767944,U4353@DOM1,C17693,C17636
768006,U1048@DOM1,C17693,C12320
768058,U4353@DOM1,C17693,C17636
768162,U4353@DOM1,C17693,C18190
768220,U4353@DOM1,C17693,C18190
768373,U4353@DOM1,C17693,C21349
768404,U66@DOM1,C17693,C2196
768546,U4353@DOM1,C17693,C17860
768556,U66@DOM1,C17693,C306
768634,U66@DOM1,C17693,C306
768636,U5254@DOM1,C17693,C12320
768646,U4353@DOM1,C17693,C17636
768664,U4353@DOM1,C17693,C17636
768685,U4353@DOM1,C17693,C17776
768742,U66@DOM1,C17693,C1944
768832,U995@DOM1,C17693,C3173
768847,U995@DOM1,C17693,C2058
769022,U8601@DOM1,C17693,C636
769067,U1048@DOM1,C17693,C2846
769069,U5254@DOM1,C17693,C636
769094,U66@DOM1,C17693,C1732
769149,U1048@DOM1,C17693,C2846
769352,U66@DOM1,C17693,C1028
769431,U1048@DOM1,C17693,C231
769440,U1048@DOM1,C17693,C706
769461,U1048@DOM1,C17693,C7464
769507,U66@DOM1,C17693,C1823
769626,U1048@DOM1,C17693,C13713
769638,U66@DOM1,C17693,C779
769751,U66@DOM1,C17693,C3305
769822,U1048@DOM1,C17693,C20455
769933,U66@DOM1,C17693,C1952
770056,U66@DOM1,C17693,C2388
770115,U7375@DOM1,C17693,C2519
770138,U737@DOM1,C17693,C7597
770222,U9763@DOM1,C17693,C11178
770387,U7375@DOM1,C17693,C1415
770512,U4448@DOM1,C17693,C11178
770601,U7375@DOM1,C17693,C636
770651,U66@DOM1,C17693,C765
770726,U7375@DOM1,C17693,C7782
770816,U66@DOM1,C17693,C92
770870,U7375@DOM1,C17693,C21946
770932,U7375@DOM1,C17693,C143
770950,U66@DOM1,C17693,C742
771133,U7375@DOM1,C17693,C1626
771134,U4448@DOM1,C17693,C1555
771340,U9763@DOM1,C17693,C353
771380,U9763@DOM1,C17693,C1089
771393,U9763@DOM1,C17693,C2057
771401,U9763@DOM1,C17693,C1503
771443,U4448@DOM1,C17693,C1503
771463,U4448@DOM1,C17693,C400
771615,U4448@DOM1,C17693,C2519
771631,U4448@DOM1,C17693,C1549
772253,U66@DOM1,C17693,C5653
772715,U66@DOM1,C17693,C5653
772864,U66@DOM1,C17693,C398
772906,U218@DOM1,C17693,C3755
772934,U218@DOM1,C17693,C2079
772964,U218@DOM1,C17693,C1936
773143,U4112@DOM1,C17693,C1611
773153,U4112@DOM1,C17693,C3758
773270,U4978@DOM1,C17693,C12116
773387,U4978@DOM1,C17693,C1438
773961,U66@DOM1,C17693,C765
774180,U66@DOM1,C17693,C1710
774214,U66@DOM1,C17693,C1966
774452,U66@DOM1,C17693,C2388
774492,U162@DOM1,C17693,C2388
774514,U218@DOM1,C17693,C2388
830548,U1653@DOM1,C22409,C754
830548,U1653@DOM1,C22409,C754
830548,U1653@DOM1,C22409,C754
830548,U1653@DOM1,C22409,C754
830548,U1653@DOM1,C22409,C754
830550,U1653@DOM1,C22409,C754
830578,U1653@DOM1,C22409,C754
830578,U1653@DOM1,C22409,C754
830578,U1653@DOM1,C22409,C754
830578,U1653@DOM1,C22409,C754
830580,U1653@DOM1,C22409,C754
830580,U1653@DOM1,C22409,C754
830822,U1653@DOM1,C22409,C754
830822,U1653@DOM1,C22409,C754
830822,U1653@DOM1,C22409,C754
1066394,U66@DOM1,C17693,C3610
1066725,U66@DOM1,C17693,C881
1066734,U66@DOM1,C17693,C1482
1066786,U66@DOM1,C17693,C2388
1068312,U12@DOM1,C17693,C366
1068390,U66@DOM1,C17693,C3813
1068507,U66@DOM1,C17693,C4610
1068638,U66@DOM1,C17693,C626
1068692,U66@DOM1,C17693,C626
1068753,U66@DOM1,C17693,C626
1068810,U66@DOM1,C17693,C1191
1068887,U12@DOM1,C17693,C368
1069035,U66@DOM1,C17693,C1006
1069965,U66@DOM1,C17693,C3755
1070004,U1723@DOM1,C17693,C1438
1070020,U1723@DOM1,C17693,C1438
1070026,U1723@DOM1,C17693,C1438
1070066,U4448@DOM1,C17693,C1438
1070076,U4448@DOM1,C17693,C1438
1070100,U5254@DOM1,C17693,C1438
1070107,U66@DOM1,C17693,C398
1070146,U3635@DOM1,C17693,C1438
1070182,U2575@DOM1,C17693,C1438
1070204,U4112@DOM1,C17693,C1438
1070442,U342@DOM1,C17693,C2519
1070496,U342@DOM1,C17693,C2519
1071248,U66@DOM1,C17693,C5653
1071508,U13@DOM1,C17693,C430
1071580,U12@DOM1,C17693,C368
1072230,U13@DOM1,C17693,C3288
1072237,U66@DOM1,C17693,C92
1072316,U1289@DOM1,C17693,C2519
1072375,U66@DOM1,C17693,C5653
1072432,U2575@DOM1,C17693,C2519
1072444,U1289@DOM1,C17693,C2519
1072594,U218@DOM1,C17693,C3288
1072660,U3277@C2519,C17693,C2519
1072662,U66@DOM1,C17693,C3288
1072710,U342@DOM1,C17693,C2519
1072860,U342@DOM1,C17693,C2519
1072904,U66@DOM1,C17693,C849
1072952,U1519@DOM1,C17693,C849
1072980,U66@DOM1,C17693,C1737
1072989,U66@DOM1,C17693,C2012
1072998,U7761@C2519,C17693,C2519
1072998,U66@DOM1,C17693,C2079
1073108,U66@DOM1,C17693,C102
1073709,U66@DOM1,C17693,C1042
1073778,U7004@C2519,C17693,C2519
1073810,U7761@C2519,C17693,C2519
1073892,U4448@DOM1,C17693,C22275
1073973,U66@DOM1,C17693,C92
1074074,U66@DOM1,C17693,C1944
1074146,U66@DOM1,C17693,C1737
1074158,U66@DOM1,C17693,C2079
1074182,U66@DOM1,C17693,C1964
1074395,U66@DOM1,C17693,C1961
1074512,U66@DOM1,C17693,C423
1074519,U218@DOM1,C17693,C92
1074529,U218@DOM1,C17693,C92
1074543,U218@DOM1,C17693,C92
1074590,U218@DOM1,C17693,C5653
1074741,U66@DOM1,C17693,C1936
1074754,U66@DOM1,C17693,C1737
1074902,U66@DOM1,C17693,C2388
1074927,U66@DOM1,C17693,C3380
1074955,U66@DOM1,C17693,C3635
1074964,U66@DOM1,C17693,C2388
1075026,U207@DOM1,C17693,C2388
1075076,U162@DOM1,C17693,C2388
1075096,U1145@DOM1,C17693,C2388
1075114,U453@DOM1,C17693,C2388
1075158,U1480@DOM1,C17693,C2388
1075345,U66@DOM1,C17693,C452
1075356,U66@DOM1,C17693,C1015
1075370,U66@DOM1,C17693,C22174
1075526,U9263@DOM1,C17693,C1015
1075605,U66@DOM1,C17693,C5439
1075609,U66@DOM1,C17693,C5439
1075721,U66@DOM1,C17693,C4106
1075884,U20@DOM1,C17693,C368
1075914,U66@DOM1,C17693,C368
1075935,U66@DOM1,C17693,C5343
1075980,U12@DOM1,C17693,C368
1076286,U66@DOM1,C17693,C1482
1076295,U66@DOM1,C17693,C881
1076311,U66@DOM1,C17693,C2013
1076662,U1480@DOM1,C17693,C2388
1076742,U453@DOM1,C17693,C2388
1076776,U162@DOM1,C17693,C2388
1076812,U207@DOM1,C17693,C2388
1077008,U66@DOM1,C17693,C2388
1077014,U66@DOM1,C17693,C2388
1077018,U66@DOM1,C17693,C2388
1077024,U66@DOM1,C17693,C2388
1077048,U7507@DOM1,C17693,C486
1077076,U415@DOM1,C17693,C486
1077140,U218@DOM1,C17693,C1710
1077169,U415@DOM1,C17693,C1570
1077228,U218@DOM1,C17693,C2079
1077256,U218@DOM1,C17693,C2388
1077293,U218@DOM1,C17693,C1936
1077500,U1145@DOM1,C17693,C2388
1077516,U1145@DOM1,C17693,C1737
1077530,U1145@DOM1,C17693,C2877
1077579,U1145@DOM1,C17693,C3019
1077589,U1145@DOM1,C17693,C115
1077598,U1145@DOM1,C17693,C307
1077746,U1145@DOM1,C17693,C2877
1077864,U1145@DOM1,C17693,C2877
1077992,U1145@DOM1,C17693,C3173
1078024,U415@DOM1,C17693,C3173
1078070,U1569@DOM1,C17693,C3019
1078099,U1145@DOM1,C17693,C3019
1078108,U415@DOM1,C17693,C1906
1078155,U1581@DOM1,C17693,C3019
1078163,U6764@DOM1,C17693,C3019
1078177,U66@DOM1,C17693,C3019
1078582,U1789@DOM1,C17693,C3019
1079716,U66@DOM1,C17693,C22174
1079728,U66@DOM1,C17693,C22176
1079836,U66@DOM1,C17693,C553
1079852,U66@DOM1,C17693,C3888
1079871,U66@DOM1,C17693,C2013
1079883,U66@DOM1,C17693,C1085
1079893,U66@DOM1,C17693,C881
1079904,U66@DOM1,C17693,C243
1079916,U66@DOM1,C17693,C4403
1079926,U66@DOM1,C17693,C798
1080030,U66@DOM1,C17693,C5111
1080147,U66@DOM1,C17693,C506
1080418,U66@DOM1,C17693,C429
1080494,U7507@DOM1,C17693,C16401
1080552,U66@DOM1,C17693,C3610
1080926,U66@DOM1,C17693,C1096
1081539,U6691@DOM1,C17693,C1936
1081550,U6691@DOM1,C17693,C2079
1081595,U1723@DOM1,C17693,C2519
1081625,U1723@DOM1,C17693,C2519
1081727,U1289@DOM1,C17693,C17640
1081806,U1450@DOM1,C17693,C1268
1081813,U1289@DOM1,C17693,C17640
1081970,U1450@DOM1,C17693,C1268
1082081,U1289@DOM1,C17693,C3758
1082091,U1450@DOM1,C17693,C1268
1082118,U1450@DOM1,C17693,C1268
1082123,U66@DOM1,C17693,C3758
1082244,U66@DOM1,C17693,C2254
1086525,U3635@DOM1,C17693,C8209
1086539,U3635@DOM1,C17693,C8209
1086678,U78@DOM1,C17693,C1581
1086690,U78@DOM1,C17693,C1581
1087158,U3005@DOM1,C17693,C1737
1087189,U3005@DOM1,C17693,C1936
1087878,U3005@DOM1,C17693,C423
1087928,U3005@DOM1,C17693,C2079
1088437,U3005@DOM1,C17693,C1936
1089101,U3005@DOM1,C17693,C1936
1089306,U3005@DOM1,C17693,C1944
1089536,U1133@DOM1,C17693,C2012
1089597,U737@DOM1,C19932,C586
1089603,U9263@DOM1,C17693,C1015
1089642,U3005@DOM1,C17693,C2012
1089975,U9263@DOM1,C17693,C1015
1090079,U9263@DOM1,C17693,C1015
1090503,U8601@DOM1,C17693,C636
1090581,U8601@DOM1,C17693,C20819
1090599,U8601@DOM1,C17693,C20819
1090929,U8601@DOM1,C17693,C20819
1092177,U3005@DOM1,C17693,C3629
1092406,U3486@DOM1,C22409,C457
1093668,U4448@DOM1,C17693,C1224
1093723,U3486@DOM1,C22409,C467
1093884,U4448@DOM1,C17693,C1224
1093906,U4448@DOM1,C17693,C1224
1094470,U2231@DOM1,C17693,C3249
1094497,U2231@DOM1,C17693,C1438
1095235,U2231@DOM1,C17693,C1432
1095555,U3005@DOM1,C17693,C3629
1095655,U3005@DOM1,C17693,C506
1095678,U3005@DOM1,C17693,C849
1095686,U3005@DOM1,C17693,C965
1095697,U3005@DOM1,C17693,C246
1095704,U3005@DOM1,C17693,C477
1095729,U3005@DOM1,C17693,C3635
1095736,U3005@DOM1,C17693,C687
1095853,U3005@DOM1,C17693,C1319
1095893,U3005@DOM1,C17693,C8209
1095907,U3005@DOM1,C17693,C8209
1096005,U3005@DOM1,C17693,C3303
1096265,U3005@DOM1,C17693,C1737
1096446,U2575@DOM1,C17693,C5618
1096467,U3005@DOM1,C17693,C2079
1096474,U2231@DOM1,C17693,C5618
1096483,U2231@DOM1,C17693,C5618
1098904,U3005@DOM1,C17693,C2604
1099075,U1133@DOM1,C17693,C3635
1099219,U7507@DOM1,C17693,C1015
1099237,U7507@DOM1,C17693,C1015
1099689,U1592@DOM1,C17693,C3758
1099711,U1592@DOM1,C17693,C1382
1099725,U1592@DOM1,C17693,C20677
1099816,U1592@DOM1,C17693,C18464
1100031,U7507@DOM1,C17693,C4773
1100071,U7507@DOM1,C17693,C1015
1100193,U7507@DOM1,C17693,C1015
1100280,U1592@DOM1,C17693,C395
1100293,U1592@DOM1,C17693,C395
1101313,U7507@DOM1,C17693,C486
1152460,U1025@DOM1,C17693,C338
1152644,U1025@DOM1,C17693,C338
1153024,U1025@DOM1,C17693,C1046
1153118,U1025@DOM1,C17693,C1046
1153716,U1025@DOM1,C17693,C1046
1155729,U1025@DOM1,C17693,C3597
1161953,U3005@DOM1,C17693,C78
1161982,U3005@DOM1,C17693,C52
1161992,U3005@DOM1,C17693,C1302
1162004,U3005@DOM1,C17693,C1887
1162994,U9263@DOM1,C17693,C1015
1163138,U9263@DOM1,C17693,C1015
1163160,U66@DOM1,C17693,C2388
1163172,U66@DOM1,C17693,C3610
1163440,U7507@DOM1,C17693,C1015
1165092,U66@DOM1,C17693,C3610
1165480,U737@DOM1,C19932,C625
1165923,U66@DOM1,C17693,C155
1166288,U66@DOM1,C17693,C2388
1166301,U66@DOM1,C17693,C429
1166320,U66@DOM1,C17693,C3170
1166589,U2575@DOM1,C17693,C10
1166916,U737@C10,C17693,C10
1167125,U86@C10,C17693,C10
1167151,U86@C10,C17693,C10
1167193,U86@C10,C17693,C10
1167547,U66@DOM1,C17693,C423
1167670,U66@DOM1,C17693,C2079
1167688,U1133@DOM1,C17693,C2079
1167720,U1133@DOM1,C17693,C2079
1167801,U1133@DOM1,C17693,C1936
1167994,U66@DOM1,C17693,C3037
1168077,U66@DOM1,C17693,C1509
1168100,U66@DOM1,C17693,C92
1170101,U1653@DOM1,C22409,C754
1170101,U1653@DOM1,C22409,C754
1170101,U1653@DOM1,C22409,C754
1170581,U1653@DOM1,C22409,C754
1170581,U1653@DOM1,C22409,C754
1170581,U1653@DOM1,C22409,C754
1170581,U1653@DOM1,C22409,C754
1170583,U1653@DOM1,C22409,C754
1170583,U1653@DOM1,C22409,C754
1171486,U3005@DOM1,C17693,C1887
1172487,U2758@DOM1,C17693,C10405
1172817,U3635@DOM1,C17693,C22766
1174646,U2575@DOM1,C17693,C8751
1175047,U9407@DOM1,C17693,C96
1176661,U737@DOM1,C17693,C385
1177633,U737@DOM1,C17693,C3491
1177653,U24@DOM1,C17693,C3491
1177987,U3005@DOM1,C17693,C1710
1178086,U24@DOM1,C17693,C2378
1178149,U24@DOM1,C17693,C4934
1178234,U3635@DOM1,C17693,C8209
1178267,U66@DOM1,C17693,C1710
1178388,U24@DOM1,C17693,C1581
1178788,U3005@DOM1,C17693,C1810
1178955,U9263@DOM1,C17693,C828
1179107,U1581@DOM1,C17693,C115
1179121,U1581@DOM1,C17693,C1006
1179228,U1569@DOM1,C17693,C1632
1179410,U7507@DOM1,C17693,C1015
1179553,U655@DOM1,C17693,C3037
1179589,U655@DOM1,C17693,C1710
1179625,U66@DOM1,C17693,C3758
1179675,U4448@DOM1,C17693,C9006
1179969,U86@DOM1,C17693,C395
1180104,U86@DOM1,C17693,C395
1180895,U3549@DOM1,C17693,C457
1181043,U3549@DOM1,C17693,C586
1181615,U3549@DOM1,C17693,C529
1181653,U3549@DOM1,C17693,C528
1181672,U3549@DOM1,C17693,C528
1181709,U3549@DOM1,C17693,C625
1182115,U3549@DOM1,C17693,C528
1184027,U86@DOM1,C17693,C395
1184399,U8170@DOM1,C17693,C313
1184445,U8170@DOM1,C17693,C313
1184507,U86@DOM1,C17693,C395
1184879,U86@DOM1,C17693,C395
1233528,U8946@DOM1,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1233528,U8168@C19038,C17693,C19038
1233528,U8168@C19038,C17693,C19038
1233528,U8168@C19038,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1233528,U8946@DOM1,C17693,C19038
1241392,U825@DOM1,C17693,C2669
1242383,U8170@DOM1,C17693,C313
1243515,U1506@DOM1,C17693,C2388
1243526,U1506@DOM1,C17693,C423
1243550,U1506@DOM1,C17693,C3610
1243561,U1506@DOM1,C17693,C92
1243623,U7594@DOM1,C17693,C16563
1244616,U114@DOM1,C17693,C3610
1244667,U114@DOM1,C17693,C2388
1244695,U114@DOM1,C17693,C1710
1245222,U1106@DOM1,C17693,C4554
1245398,U1106@DOM1,C17693,C21919
1245678,U3575@DOM1,C17693,C5030
1246243,U3206@DOM1,C17693,C8585
1246511,U8777@DOM1,C17693,C1710
1246653,U114@DOM1,C17693,C1710
1251013,U3549@DOM1,C17693,C1887
1251033,U3549@DOM1,C17693,C1887
1251067,U3549@DOM1,C17693,C586
1251573,U3549@DOM1,C17693,C457
1253697,U3549@DOM1,C17693,C457
1254446,U227@DOM1,C17693,C177
1255347,U3549@DOM1,C17693,C457
1328198,U737@DOM1,C19932,C467
1328340,U86@DOM1,C17693,C395
1328400,U86@DOM1,C17693,C395
1328481,U86@DOM1,C17693,C395
1351641,U8168@C685,C17693,C685
1351661,U8168@C685,C17693,C685
1351845,U8168@C685,C17693,C685
1352110,U679@DOM1,C17693,C1980
1353700,U8777@C3388,C17693,C3388
1353706,U8777@C3388,C17693,C3388
1353975,U8777@C3388,C17693,C3388
1355036,U8777@C3388,C17693,C3388
1355106,U8777@C1500,C17693,C1500
1355621,U24@DOM1,C17693,C3435
1356094,U679@DOM1,C17693,C1980
1358383,U7311@DOM1,C17693,C977
1358404,U7311@DOM1,C17693,C977
1359668,U7507@DOM1,C17693,C486
1359680,U7507@DOM1,C17693,C1015
1359792,U415@DOM1,C17693,C486
1361496,U8170@DOM1,C17693,C1269
1361921,U524@DOM1,C17693,C15
1362045,U524@DOM1,C17693,C15
1362624,U8840@DOM1,C17693,C370
1363252,U1306@DOM1,C17693,C791
1363492,U415@DOM1,C17693,C486
1758226,U737@DOM1,C19932,C467
1847858,U66@DOM1,C17693,C2725
1847888,U66@DOM1,C17693,C2725
1847922,U66@DOM1,C17693,C2725
1852419,U3764@DOM1,C17693,C9723
1931895,U737@DOM1,C19932,C612
2296175,U212@DOM1,C17693,C126
2296329,U293@DOM1,C17693,C3422
2296449,U8601@DOM1,C17693,C10817
2297658,U5087@DOM1,C17693,C1448
2297696,U4978@DOM1,C17693,C1448
2300154,U1467@C3597,C17693,C3597
2301630,U3005@DOM1,C17693,C3629
2301831,U342@DOM1,C17693,C2519
2303049,U3005@DOM1,C17693,C2012
2303227,U3005@DOM1,C17693,C1936
2303390,U3005@DOM1,C17693,C3380
2303505,U3406@DOM1,C17693,C8209
2303559,U3005@DOM1,C17693,C8209
